s1_entity_id	matched_entity_ids
S1-58500965	S2-406355251,S3-422133487,S3-723664862
S1-586972742	S2-282426632,S2-372383771,S3-600385864,S3-839148856,S3-944857732,S3-980331231
S1-586994382	
S1-587039293	
S1-587448674	S2-112160299,S2-130656815,S2-182282325,S2-228655086,S2-326460571,S2-336710848,S2-35554040,S2-393794248,S2-394390305,S2-423709852,S2-442290654,S2-454110857,S2-512059400,S2-535152169,S2-560640973,S2-573097389,S2-626711432,S2-6370899,S2-650536091,S2-731630986,S2-740236485,S2-757500657,S2-762552526,S2-773205318,S2-807302533,S2-813048361,S2-825556124,S2-835692087,S2-845304696,S3-171385915,S3-309993071,S3-354892567,S3-397745064,S3-410026630,S3-428366625,S3-460361959,S3-484828089,S3-487750741,S3-495938269,S3-594491381,S3-615890284,S3-618287981,S3-648759812,S3-685629754,S3-833196880,S3-835291159,S3-840047870,S3-970260854,S3-991173961
S1-587681015	S2-204735263,S2-322781238,S2-688697384,S2-846436669,S2-848934694,S3-364530916,S3-519954493,S3-677969969,S3-680251972,S3-763650988,S3-908153775
S1-588375333	S2-395105753,S2-600340331,S3-957928757
S1-588507793	S2-609227997,S2-695750340,S3-335284797
S1-588602365	S2-163548361,S2-331961186,S2-84397049,S3-421754005,S3-815119075
S1-588747892	S2-178651255,S3-186995204,S3-315346168
S1-588825597	S2-196914764,S2-940464317,S3-315282473,S3-321341767,S3-378712070
S1-589130325	S2-193316837,S2-482924056,S2-740222102,S2-857540819
S1-590083928	S2-159632526,S2-314206624,S3-324632046,S3-888472825
S1-590578012	S2-131641546,S2-165839990,S2-182122788,S2-204015255,S2-204682450,S2-215814288,S2-303822688,S2-343051226,S2-366924707,S2-427307144,S2-435854364,S2-460893037,S2-508600912,S2-560167906,S2-590222088,S2-615968375,S2-621957046,S2-633750945,S2-649240822,S2-717079231,S2-747949834,S2-765185639,S2-910454358,S2-925664698,S2-957017840,S3-180445801,S3-51126832,S3-528267893,S3-604628886,S3-609144702,S3-692154206,S3-752041131,S3-789324339,S3-849442940
S1-590715811	S2-285571064,S3-238008282,S3-283286497,S3-33512092,S3-385382332,S3-399045312,S3-487182278
S1-591041724	S2-329097818,S2-4299547,S2-505736518,S2-54033879,S2-563255340,S2-675837662,S2-790465795,S3-118576871,S3-168482003,S3-18448442,S3-214863009,S3-223458945,S3-543309054,S3-818982429,S3-950580462
S1-591540546	S2-232336253,S2-476953420,S2-65891896,S2-697864363,S2-717893610,S3-215719971,S3-24005587,S3-254487862,S3-358400015,S3-450498270
S1-591968780	S2-371175858,S2-605644452,S2-928422579,S3-670923743,S3-861511857
S1-592038595	S2-992510865
S1-592162925	S2-574581598,S2-765785795,S3-309355182,S3-487945974
S1-592403460	
S1-592477044	S2-904292579,S3-291798584,S3-645450255
S1-592689713	S2-21788174,S2-240072049,S2-567783561,S2-730422122,S3-662415240,S3-916606095,S3-95889079
S1-593161007	S2-728362349,S2-817054707,S3-415541591,S3-598610361,S3-944616348
S1-593242072	S2-58990839,S2-733841284,S2-783400011,S3-776947602
S1-593510472	S2-41447395,S2-479126905,S3-490962693
S1-593628990	S2-760348402,S3-350457728,S3-604547195,S3-859512789,S3-972492694
S1-593937140	S2-184976458,S2-28967759,S2-369472288,S2-468600483,S2-743849911,S2-840112181,S3-384525427
S1-594652071	S2-164334170,S2-692559988,S3-944330090
S1-594804348	S2-105736976,S2-14586796,S2-271183018,S2-331408895,S2-359441335,S2-363607058,S2-402757691,S2-507404889,S2-531916687,S2-532498367,S2-642696703,S2-652850501,S2-675389858,S2-717645169,S2-730223032,S2-828313089,S2-878921513,S2-948401123,S2-949410470,S3-111217259,S3-117731631,S3-126161770,S3-128515999,S3-142662701,S3-155404395,S3-166192093,S3-171042443,S3-182868989,S3-187618463,S3-196942038,S3-240456580,S3-24074754,S3-245612191,S3-252351430,S3-263317529,S3-27041012,S3-273999350,S3-28061917,S3-290199096,S3-313388900,S3-318815112,S3-336875197,S3-354863834,S3-39276555,S3-400308244,S3-413114405,S3-415622416,S3-427082357,S3-434117774,S3-489404904,S3-492984624,S3-501877088,S3-548199280,S3-571852962,S3-584282268,S3-58524409,S3-603823870,S3-613911057,S3-650356171,S3-670759825,S3-684663219,S3-712519860,S3-720894292,S3-730741110,S3-749607143,S3-795510673,S3-799376158,S3-803809089,S3-810044144,S3-816359750,S3-922126216,S3-925863158,S3-935801,S3-93925978,S3-972492694,S3-974582736,S3-982470585
S1-595642877	S2-194390262,S2-520507392,S3-296273538,S3-760795869
S1-596142948	S2-447598326,S2-666098861,S2-838798826,S3-387080902,S3-586052601,S3-928309556
S1-596208423	S2-974859045,S3-555710245,S3-878011801
S1-596542776	S2-20059946,S2-356454850,S3-351026414,S3-381016965,S3-717450770
S1-596622666	S2-476876804,S2-502913794
S1-596988080	S2-224247815,S2-233543,S2-318127676,S2-534261726,S2-542576236,S2-602387618,S2-628230960,S2-634918970,S2-653892374,S2-706518461,S2-763160243,S3-206602572,S3-380265188,S3-408541811,S3-69524363
S1-59732586	S3-303524790,S3-316670613,S3-646237386
S1-597326699	S2-415887678,S2-705935180,S3-505018212
S1-597396636	S2-490141050,S2-91143797,S3-394414192
S1-59777756	S2-250396709,S2-841156750,S3-220667574,S3-635910837
S1-597945637	S2-798088351,S3-104540576,S3-473953447
S1-598132834	S2-507482516,S2-64589380,S2-801880858,S2-853424830
S1-598223738	S2-291601831,S2-318746519,S2-545845150,S2-559819320,S3-648759812,S3-708739931
S1-598464407	S2-224800259,S2-38928849,S2-429466916,S2-604388322,S2-695619319,S3-154537999,S3-528820890,S3-849755708,S3-914722164
S1-598928378	S2-230808920,S2-296676041,S2-347838495,S2-439651192,S2-508556096,S2-55379283,S2-659593471,S2-736629115,S2-742959784,S3-359280953,S3-489776717,S3-522747511,S3-71625662
S1-599636191	S2-217336974,S2-244401989,S2-258631134,S2-324540685,S2-358706564,S2-614669962,S2-968063541,S3-50827469,S3-615543498
S1-599867640	S2-130137299,S2-186386560,S2-383146652,S2-526615898,S2-683385357,S2-751548744,S2-777025277,S3-135875861,S3-294333743,S3-679237754
S1-600050186	S2-164858096,S2-323890665,S2-327135472,S2-44999749,S2-525636089,S2-896947166,S3-397184127,S3-854745687
S1-600079652	S2-178901694,S2-454085987,S2-708787460,S3-802405915,S3-877820516,S3-950711577
S1-600390910	S2-260483,S3-649957053,S3-712976457
S1-600876573	S2-451420922,S2-68263609,S2-764913239,S2-817405519,S3-361516137,S3-461527189,S3-750933835
S1-601139225	S2-104010249,S2-358150535,S2-413485866,S3-730784945,S3-75226242,S3-802320572
S1-602570703	S2-227569602,S2-23999262,S3-15480970
S1-602590500	S2-150785318,S2-681440059,S3-124327720
S1-602636473	S2-498461566,S2-95435963,S3-177796963,S3-316450955
S1-602706958	S2-819257780,S2-843233185,S3-116424808,S3-220894599,S3-238686023,S3-343645334,S3-461673543
S1-604792196	S2-285496451,S2-299541712,S2-545795864,S3-115197819,S3-212372266
S1-604997355	S2-211439566,S2-342823298,S3-172243581,S3-240611183,S3-294251690,S3-349264867,S3-384669711,S3-474990749,S3-773630190
S1-605028537	S2-389191690,S2-498439349,S2-552153217,S3-123959316,S3-381231320,S3-688168680
S1-605095385	S2-22968799,S2-266133837,S2-310585273,S2-319874494,S2-54216339,S2-621558442,S2-625382442,S2-669144158,S2-680086967,S2-818854452,S2-846711491,S2-881737185,S2-980392060,S3-117031508,S3-176055419,S3-194167948,S3-195725773,S3-212405495,S3-278898746,S3-459403283,S3-586386049,S3-58644276,S3-67896920,S3-774462818,S3-791837707,S3-970781964,S3-987689072
S1-605163939	S2-230678404,S2-316337951,S2-359682315,S2-375693973,S3-280888693,S3-89288140,S3-913553873
S1-605245275	S2-555378202,S3-628365940
S1-605553390	S2-118837087,S2-179522792,S2-258766569,S2-629881108,S3-326233006,S3-340910351,S3-575862064,S3-779829286
S1-60618489	S2-338897336,S2-342609367,S2-496883312,S2-885081962,S3-115901762,S3-146317351,S3-707376172
S1-606269938	S3-695697045,S3-791645903
S1-606896593	S2-136172026,S2-251084306,S2-367475285,S2-375798853,S2-517542322,S2-67698628,S2-933471637,S3-179285295,S3-485113137,S3-763321685
S1-607157462	S2-108450909,S2-306635236,S2-427376652,S2-442367544,S2-444592975,S3-328298029,S3-624272592,S3-7810106,S3-996237030,S3-999645849
S1-607226722	S2-523563492,S2-967338517,S3-339806004
S1-60729807	S2-131641546,S2-133400210,S2-145965732,S2-161958157,S2-174422048,S2-182122788,S2-183749632,S2-204682450,S2-204742663,S2-215814288,S2-227560513,S2-257161820,S2-265643642,S2-294699978,S2-303822688,S2-312295919,S2-313005567,S2-314765395,S2-315301310,S2-325156267,S2-325279316,S2-336729159,S2-337530403,S2-338986169,S2-367038818,S2-388434927,S2-391796828,S2-395810184,S2-399593262,S2-420842425,S2-427307144,S2-435854364,S2-43824315,S2-455086001,S2-462338370,S2-464459176,S2-4735407,S2-474738950,S2-482750188,S2-490777873,S2-503792831,S2-508600912,S2-512319081,S2-535280372,S2-539953239,S2-546872393,S2-560072410,S2-560167906,S2-566557047,S2-573780201,S2-581619463,S2-590222088,S2-594368260,S2-615968375,S2-621957046,S2-62709696,S2-633750945,S2-634596621,S2-642996106,S2-649240822,S2-660217968,S2-665824770,S2-692329369,S2-715443756,S2-716605032,S2-717079231,S2-72158227,S2-725748984,S2-739966258,S2-747949834,S2-751975734,S2-765185639,S2-798784547,S2-812699677,S2-816633379,S2-820663634,S2-853136988,S2-874622618,S2-892175071,S2-910454358,S2-911435615,S2-925664698,S2-947408913,S2-949658430,S2-954232034,S2-979234242,S3-128515999,S3-158981602,S3-180445801,S3-208077989,S3-249317537,S3-31961236,S3-356998661,S3-467572009,S3-49181058,S3-51126832,S3-528267893,S3-557809568,S3-56844924,S3-604628886,S3-609144702,S3-741883434,S3-754072011,S3-789324339,S3-812163751,S3-952200773,S3-953879173
S1-608038725	S2-192681436,S2-217803628,S2-895472957,S3-993567829
S1-608135688	S2-122814773,S2-374218466,S2-774873950,S2-920000463,S3-741327414
S1-608729938	S2-834570059,S3-419805115,S3-476086031
S1-609382808	S2-694731976,S3-890350791
S1-609764415	S2-423574276,S3-346224169,S3-485404316
S1-610045807	S2-167147670,S3-626302593,S3-849802609,S3-873420669
S1-610510125	S2-425808541,S2-708294172,S2-72938136,S2-994378924,S3-320041418,S3-770616960,S3-844305889
S1-611260485	S2-354033902,S2-904524714,S3-815637278
S1-611419583	S3-110410779,S3-349706320,S3-430158029
S1-612047495	S2-629890057,S2-689358360,S2-69227665,S2-742209221,S2-99088516,S3-462499380,S3-656595725
S1-613897514	S2-320120438,S2-38609452,S2-472592059,S2-551477577,S3-436397188,S3-570379615,S3-863748086
S1-614177129	S2-112188108,S2-380295018,S2-540752157,S2-625853628,S2-667644439,S3-530076772
S1-614265811	S2-273126253,S3-281492576
S1-614538636	S2-668592603,S2-859589679,S2-963183805,S3-647451607,S3-908928589
S1-615120827	S2-13738361,S2-51483418,S3-511512899,S3-768160435
S1-616158497	S2-442419547,S2-752085008,S3-112565000,S3-259551130,S3-996177897
S1-616566605	S2-283045008,S2-726402380,S2-875711148,S3-750932991,S3-886007499
S1-616669583	S2-16646979,S2-174368750,S3-456546080
S1-616932183	S2-575427971,S3-154412073,S3-710852927,S3-759626159,S3-977763929
S1-617045030	S2-192686140,S2-280414184,S2-618119035,S2-77282544,S3-426211267,S3-891346090
S1-617103528	S2-162582868,S3-545487064
S1-617327494	S2-797341732,S3-766811724
S1-618167099	S2-808050950,S2-959491339,S3-234310655
S1-618175396	S2-111605215,S2-962727305,S3-145644173,S3-927669005
S1-618675158	S3-86850100,S3-914558888
S1-618796838	S2-926059083,S3-309256863,S3-882857530
S1-619752106	S2-343796639,S2-95439833,S2-991254095,S3-231127853,S3-496755377,S3-659351801
S1-619800936	S2-358543616,S2-499558131,S3-102266007,S3-537360147,S3-818474874
S1-619807351	S2-49445416
S1-620120205	S2-212873735,S3-372600319,S3-586469402,S3-767200875
S1-620245382	S2-391007500,S2-5472150,S2-728829589,S3-846148960
S1-621046324	S2-399367670,S2-400952278,S2-941558648,S3-391065497,S3-451365577
S1-621280823	S2-252200190,S2-605254664,S2-719989503,S3-154271763
S1-62132736	S2-394326485,S2-580601683,S2-592238525,S3-323213673,S3-346143636,S3-612010282,S3-852689853
S1-622853869	S2-985842075,S3-432353363,S3-728269590
S1-623281522	S2-182282325,S2-35554040,S2-401798269,S2-423709852,S2-573097389,S2-650536091,S2-675837662,S2-762552526,S2-773205318,S2-777614229,S2-813048361,S2-835692087,S2-845304696,S2-906553726,S2-982013240,S3-309993071,S3-486242082,S3-654162646,S3-67107419,S3-725281606,S3-833112973,S3-945494647
S1-624188031	S2-200208249,S2-450188507,S2-470217811,S2-72465915,S2-986917221,S3-111936565,S3-290547260,S3-486091060,S3-59200753
S1-628967109	S2-529810328,S2-954816381,S3-211345381,S3-631971081
S1-630131818	S2-137860667,S2-49260590,S2-64243814,S3-846382811,S3-939072693
S1-631006621	S2-135260200,S2-503647013,S3-210505362,S3-3263534,S3-494203628,S3-703481228,S3-967174168
S1-631192875	S3-230401837,S3-293979870,S3-314729283,S3-752119427
S1-631314990	S2-102912012,S2-36124994,S2-495285538,S2-741614849,S2-82825408,S2-83105202,S3-194811376,S3-320383995,S3-427268508,S3-456885346,S3-490395701,S3-55827326,S3-698925190,S3-722106121,S3-828993483,S3-999639351
S1-632255661	S2-171949193,S2-315219425,S2-533869588,S2-963335748,S3-938959880
S1-632423340	S2-147839123,S2-571039531,S3-28113201,S3-765519197
S1-632808676	S2-228833374,S2-63827938,S2-772680918,S3-592245912
S1-632841874	S2-807728042,S2-9852812,S2-999584265,S3-145508990,S3-505528147,S3-794991080,S3-916210709
S1-632975606	S2-204682450,S2-210710437,S2-297460582,S2-343051226,S2-389348200,S2-450380387,S2-473396003,S2-47604384,S2-486544070,S2-747949834,S2-761058995,S2-782337156,S2-875916864,S2-896711309,S2-925664698,S3-31796576,S3-43912950,S3-492437945,S3-591567981,S3-731953696,S3-782798386
S1-633002743	S3-546876354
S1-633195828	S2-166123732,S2-29839813,S2-434635304,S2-751481397,S3-22615665,S3-486005296,S3-948698318
S1-633305385	S2-380014498,S2-506709119,S2-539095631,S3-431904393
S1-633933260	S2-343604538,S2-440814763,S2-459004072,S2-490291393,S2-541664858,S2-591051107,S2-763630919,S3-404239823,S3-444750091,S3-531327888,S3-546530212,S3-86520019,S3-927457803
S1-633969517	S2-168880188,S2-179045245,S2-279242132,S2-284505962,S2-31648246,S2-318665307,S2-320225734,S2-39916782,S2-487303433,S2-561383617,S2-835261185,S2-856695815,S3-181144000,S3-388254855,S3-404181640,S3-458120613,S3-481279997,S3-482057052,S3-64621935,S3-680266124,S3-857133493
S1-633996104	S2-131641546,S2-145965732,S2-161958157,S2-174422048,S2-182122788,S2-204682450,S2-215814288,S2-294699978,S2-303822688,S2-315301310,S2-325156267,S2-325279316,S2-343051226,S2-388434927,S2-427307144,S2-435854364,S2-455086001,S2-482750188,S2-490777873,S2-512319081,S2-560072410,S2-590222088,S2-615968375,S2-621957046,S2-633750945,S2-649240822,S2-660217968,S2-692329369,S2-715443756,S2-716605032,S2-717079231,S2-747949834,S2-765185639,S2-798784547,S2-820663634,S2-884091284,S2-892175071,S2-910454358,S2-947408913,S2-949658430,S3-128515999,S3-180445801,S3-249317537,S3-31961236,S3-356998661,S3-467572009,S3-51126832,S3-528267893,S3-604628886,S3-609144702,S3-789324339,S3-812163751,S3-894754401,S3-953879173,S3-973416958
S1-634040447	S2-145414380,S2-172996009,S2-283045008,S2-304438039,S2-33044192,S2-34505578,S2-482417258,S2-552129803,S2-584833946,S2-688155094,S2-714066428,S2-726402380,S2-733539358,S2-875711148,S2-980084479,S2-981001845,S2-987689694,S3-142646493,S3-189135862,S3-404239823,S3-605517723,S3-670416004,S3-82935032,S3-888563379,S3-952361645,S3-992839993
S1-635458086	S2-28523790,S2-439829194,S2-460205367,S2-839216858,S3-268516359,S3-316751484,S3-339579272,S3-384493681,S3-878666799,S3-993999277
S1-635938782	S2-706396663,S3-214297822,S3-243726784,S3-860838612,S3-953939796
S1-635981809	S2-815641555,S2-867953926
S1-636029017	S2-541101583,S3-202347076,S3-34980034
S1-636118675	S2-315100137,S3-226898580,S3-795960336
S1-638142093	S3-247136754
S1-63867443	S2-946352358,S3-11122706,S3-795622671,S3-817573592
S1-638707089	S2-43676555,S2-790643768,S3-761744893
S1-639093229	S2-147156968,S2-213677039,S2-827368859,S3-133404421,S3-146310635,S3-156918166,S3-229924425,S3-46026107,S3-539841772,S3-885155771
S1-640225059	S2-53689234,S2-776062498,S3-27295384
S1-640244142	S2-193533472,S2-506270851,S2-652252875,S2-726783799,S2-925568071,S3-161048337,S3-656796308,S3-773805995,S3-817426319,S3-901143785
S1-640415938	S2-884042346,S3-124752689,S3-287449314,S3-69709747
S1-64065965	S2-46054460,S2-56177100,S2-865745024,S3-405700274,S3-566055051
S1-640731308	S2-681020659,S3-38001519,S3-405885067,S3-734110204,S3-946924808
S1-640768528	S2-253341401,S2-574946003,S3-225102269,S3-952146127
S1-64150197	S2-188384442,S2-215814288,S2-435854364,S2-74312883,S3-180445801,S3-191594365,S3-272243672,S3-51126832,S3-556859636,S3-609144702,S3-97856520,S3-97969721
S1-641740520	S2-379622810,S2-530852018,S2-656561084,S2-986511621,S3-116377906,S3-463627756,S3-580488427
S1-642021685	S2-466784226,S2-848888770,S3-130666262,S3-292887559,S3-725872465,S3-761826107
S1-644362262	S2-542226337,S2-709281669,S3-87167371
S1-645161211	S2-153773755,S2-174308536,S2-309972161,S2-855631053,S3-20759547,S3-296715166,S3-36476447,S3-381406695,S3-533897143,S3-586724552,S3-607402482,S3-723000690,S3-984195123
S1-645405975	S2-393184177,S2-913743456
S1-645513574	S2-230678404,S2-316337951,S2-42388795,S2-795419062,S3-150604129,S3-768892597
S1-646564532	S2-511946988,S2-694645531,S3-356098531,S3-458267890,S3-722293334,S3-7639535
S1-64661708	S2-282575660,S2-448437692,S2-597296169,S2-729207692,S3-262757493,S3-294627914,S3-297083027,S3-394925949,S3-564449221,S3-580006548,S3-778593767,S3-897987,S3-978559117,S3-979924767
S1-647007116	S2-144870753,S2-242277745,S2-521929451,S2-64251983,S3-460098862,S3-625956622
S1-647184753	S2-613907117,S3-288888567,S3-40217977
S1-647275817	S2-133043137,S2-677671145,S2-705979342,S2-720505885,S2-943199348,S3-240244253,S3-379183494,S3-912389002
S1-64819565	S2-11737730,S2-250834918,S2-262719145,S2-398155781,S2-463398721,S2-652962234,S3-227263878,S3-486185798,S3-513237504,S3-663807007,S3-790284396,S3-796573856
S1-64830361	S2-300550531,S2-423140193,S2-454584381,S2-466853705,S2-591170252,S2-740561092,S2-76048810,S2-817112950,S2-848607836,S2-936210927,S3-170046888,S3-218578488,S3-587060084,S3-638685336,S3-801020521,S3-806706554
S1-648376288	S2-331477376,S2-403601328,S3-58368355
S1-649056636	S2-517324417,S2-848983617,S3-381649854,S3-402894285,S3-825401894
S1-649119400	S2-258231021,S2-391670983,S2-657284012,S2-823899817
S1-649184136	S2-11460342,S2-158576341,S2-380899551,S2-496086605,S2-624041461,S2-680220847,S2-695829093,S2-773406771,S2-893756138,S2-974665863,S3-100636264,S3-392798662,S3-55739141,S3-950152169
S1-650157112	S2-180280932,S2-282143838,S2-469615125,S2-872981000,S3-494685322
S1-650568563	S2-206058621,S2-367863163,S2-594712676,S2-661974340,S3-902612578
S1-651129534	S2-364960868,S2-45738858,S2-753717631,S3-108868209,S3-440277049
S1-651672220	S2-633155366,S2-932363878,S3-209480384,S3-507479158
S1-652208532	S2-403331756,S2-925319342,S3-330534234,S3-511649753,S3-513524305,S3-55069311,S3-799376158,S3-974582736
S1-652793821	S2-15188230,S2-529110561,S2-710184466,S2-72082789,S3-513435076,S3-61755987,S3-619962805,S3-780777169,S3-87083914
S1-652807575	S2-188403694,S2-35554040,S2-469958268,S2-611991032,S2-807302533,S3-327137275,S3-426128040
S1-654875210	S2-214879434,S2-439896208,S2-573351890,S3-478551261,S3-982988303
S1-65510600	S2-118686124,S2-292345951,S2-295229266,S2-688114760,S2-774324456,S2-847815685,S3-36455182,S3-37654601,S3-85301863
S1-65574077	S2-865221894,S2-884426177,S3-247619534,S3-50722130,S3-513018201
S1-656855125	S2-257652379,S2-923614351,S3-154640014,S3-587620070
S1-657151890	S2-624121766,S2-917062619,S3-507801765,S3-74083051
S1-657157119	S2-471808029,S2-609177223,S2-873593900,S3-730338921
S1-657209268	S2-55568024,S2-635904040,S2-683385357,S3-219409788,S3-233767917,S3-67051068
S1-657397601	S2-490777873,S2-607754509,S2-808368598,S2-816633379,S2-830606976,S3-226665368,S3-492456110,S3-560054751,S3-562654578,S3-885986223,S3-999510550
S1-658053312	S2-216283406,S2-560207726,S2-587441226,S3-289216743,S3-390381960,S3-607734235,S3-745552321,S3-758460152
S1-659602074	S3-135972265,S3-315327865
S1-659827079	S2-367589738,S2-579484257,S3-348469201,S3-805496791,S3-853954762,S3-868894360,S3-907482671
S1-660135462	S2-115120573,S2-177955785,S2-361623713,S2-453033752,S2-571102008,S2-972172575,S3-154645020,S3-476506769,S3-639516903,S3-898862720
S1-66214334	S2-11976805,S2-236290487,S2-345246697,S2-580955379,S3-608896652,S3-752872180
S1-662463689	S2-304876461,S2-458976978,S2-497194085,S3-180234127,S3-679626718,S3-945622284
S1-662564868	S2-292202417,S2-569759219,S3-372018841,S3-480147694
S1-662998007	S2-23805758,S2-48504936,S2-739402146,S3-66202727
S1-663621620	S2-2757746,S2-378206082,S2-440988096,S2-44322485,S2-461687748,S2-487245946,S2-503104774,S2-588040848,S2-678491336,S2-717645169,S2-870542339,S2-987590239,S3-155404395,S3-155953990,S3-187618463,S3-193889685,S3-252351430,S3-263317529,S3-291261538,S3-415622416,S3-436170685,S3-478339616,S3-501877088,S3-589341985,S3-706609419,S3-730741110,S3-823064560,S3-84921261,S3-87574796,S3-895513120,S3-93925978
S1-663851426	S2-961857301,S3-179887715,S3-894942163
S1-664013102	S2-779059825,S3-152325900,S3-234862878,S3-718608957
S1-664538748	S2-266375011,S2-767507273,S2-854380478,S3-471127841,S3-758120351,S3-905392785
S1-665089355	S2-787741190,S3-702694541,S3-985913670
S1-665257531	S2-185983369,S2-359300469,S2-398421020,S2-559658600,S3-123349833,S3-248252516
S1-665450693	S2-164679638,S2-331735980,S3-288068480,S3-345974203,S3-645014397
S1-666356802	S2-393067255,S3-427618279,S3-459661173,S3-541125181,S3-968024349
S1-666748945	S2-2863098,S2-468974209,S3-364704488
S1-667995742	S2-127017284,S2-355251135,S2-478880515,S2-498427269,S2-520901828,S2-700564424,S2-851400057,S2-900897961,S2-90573747,S3-3692995,S3-380171010,S3-569844507,S3-58201755,S3-715812847,S3-770038522,S3-776835498,S3-894072359
S1-668052528	S2-160695717,S2-307186004,S3-324043033,S3-85092618,S3-956665802
S1-668126070	S2-573400098,S3-493036007,S3-552260004,S3-793658439
S1-668526765	
S1-668985317	S3-321100708
S1-670129686	S2-315364604,S2-626666698,S3-189166014,S3-244742209,S3-806928212,S3-829232530
S1-671682191	S2-378627071,S3-188648020,S3-31535318,S3-453975964
S1-672009799	S2-230129469,S2-409862931,S3-349690985,S3-703290482,S3-89582201
S1-672145797	S2-564785971,S3-858492772
S1-672532212	S2-193967349,S2-356533545,S2-510989496,S3-773995629
S1-672884893	S2-180968936,S2-60380556,S3-645867143,S3-659553777,S3-951543411
S1-673544849	S2-271498296,S2-344866039,S2-770265364,S2-878880978,S3-189522008,S3-232034223,S3-757956701,S3-928491518,S3-935801,S3-94712204,S3-974582736
S1-673727479	S3-13019461,S3-610227619,S3-691436830
S1-675289169	S2-190972978,S2-223799678,S2-766589423,S3-617833374,S3-763120864
S1-675353498	S2-370575004,S2-914453945,S3-330891387,S3-384097268,S3-867243599
S1-675512899	S2-230029930,S3-267119080
S1-676731953	S2-562739621,S2-742855062,S3-2939297,S3-793661143
S1-676799257	S3-545555546
S1-677655069	S2-145868678,S2-186863229,S2-292345951,S2-302185840,S2-375984929,S2-400605080,S2-522075249,S2-758261896,S3-114178445,S3-127394516,S3-291140200,S3-317405661,S3-361201190,S3-36802276,S3-390250058,S3-483178305,S3-514745357,S3-595862828,S3-681782005,S3-811366767,S3-822167892
S1-677699357	S2-239879485,S2-251877358,S2-886732289,S3-367045681
S1-677991820	S2-127736375,S2-715846707,S3-283174647,S3-91216897,S3-939619799,S3-998663478
S1-678196939	S2-427260555,S2-865846055,S3-577004517,S3-724354179,S3-948924011
S1-679247095	S2-213834997,S2-243023138,S2-42927341,S3-293773078,S3-356483378,S3-380718390,S3-789056958,S3-92661069
S1-680374386	S2-153138310,S2-476899346,S2-617051033,S2-945724846,S3-159095878,S3-430540114
S1-681292189	S2-406713466,S2-412921722,S2-722873811,S2-804919689,S3-35760717
S1-681327199	S2-240826766,S2-428903511,S2-708794030,S3-521726487,S3-751211933,S3-907885837
S1-68136431	S2-161133663,S2-901907842,S3-786073259
S1-683148514	S2-138543047,S2-213035417,S2-393602163,S2-737123387,S3-42110902,S3-782687128,S3-790842158
S1-683529481	S2-414684282,S2-832751917,S3-54573076,S3-994098439
S1-683774201	S2-177629514,S3-164746936,S3-211137852,S3-296854628,S3-690845634,S3-944468175
S1-685875803	S2-774846668,S3-433311528,S3-794903190
S1-685910850	S2-723069353,S3-158288312
S1-686059364	
S1-686241407	S2-283579865,S2-48730410,S3-911898468,S3-932970617
S1-686406047	S2-549406418,S2-782579289,S3-472854344,S3-99402430
S1-687244273	S2-371034765,S2-577703369,S3-506015806,S3-538909072
S1-687363887	S2-129729138,S2-46825869,S2-986003377,S3-309888800,S3-395008792,S3-692515700,S3-806550753,S3-91154534
S1-687477167	S3-197153808,S3-9263139
S1-687578965	S2-649497478,S3-636459763
S1-687706816	S2-764334297,S2-975701382,S3-222039368,S3-231145303
S1-687846051	
S1-688880244	S2-141060787,S2-145414380,S2-166517473,S2-170117252,S2-172996009,S2-258594060,S2-304438039,S2-317921947,S2-33044192,S2-372041651,S2-432617311,S2-437728199,S2-474180344,S2-481067706,S2-507209028,S2-518557099,S2-547283395,S2-553868067,S2-576214219,S2-584833946,S2-587291586,S2-608966238,S2-612485938,S2-642810454,S2-68398475,S2-702325025,S2-714066428,S2-757866518,S2-799736809,S2-815641555,S2-81738766,S2-817996660,S2-839565072,S2-880524158,S2-884489579,S2-918206888,S2-953676161,S2-981001845,S2-983837825,S2-987689694,S3-25925080,S3-437421600,S3-56882764,S3-57798455,S3-590512653,S3-634595565,S3-690091512,S3-726875238,S3-735063870,S3-972157828
S1-68942159	S2-104561009,S2-15892268,S2-180989255,S2-630674008,S2-642629970,S3-144643384,S3-270328397,S3-553631637
S1-69010076	S2-708100229,S3-180047246,S3-972181561,S3-995810856
S1-690365928	S2-989552830,S3-463432066,S3-565299455,S3-641970241
S1-690723247	S2-164753317,S2-186645270,S2-259707643,S2-385185969,S2-400957226,S2-523760841,S2-583136913,S2-669873608,S2-875782641,S2-972511427,S3-413754165,S3-635572677
S1-691258462	S2-187210281,S2-241470329,S2-665283243,S2-72401113,S3-354430885,S3-539322808,S3-62813561,S3-681145799,S3-84540688
S1-691414582	S2-135242285,S2-436263041,S2-470524293,S2-628409933,S2-635832558,S2-664994074,S3-165784889,S3-294246906,S3-336153307,S3-706689101,S3-725427889,S3-89454905,S3-934344263,S3-950178802,S3-99328860
S1-691619566	S2-23210476,S2-577915604,S3-388285280,S3-913440877
S1-692110125	S2-172808058,S2-656878082,S3-400051198,S3-74263499
S1-692414527	S3-365872760
S1-692497473	S2-495599144,S3-313501637,S3-604658680,S3-632275061,S3-685545314,S3-68655582
S1-694127673	S3-388285280,S3-705049641
S1-694467155	S2-496176495,S2-506775116,S2-896562719,S3-856755496
